App Name,Publisher,Link,Full Description,Shared Data,Collected Data,Security Practices
Intimate - AI Girlfriend,Growing Pains LLC,https://play.google.com/store/apps/details?id=com.growinpainsllc.intimate,"Text, Chat & Connect with realistic AI Companions. Meet your Virtual Girlfriend!","Personal info, Messages, Device or other IDs, Location, Audio, App activity","Personal info, App info and performance, Messages, Device or other IDs, App activity","Data isn’t encrypted, You can request that data be deleted"
SoulPartner: Chat AI Friend,Daily Inspiration App,https://play.google.com/store/apps/details?id=com.vaku.chat.aifriend,"Create, Chat, and Call Your Personalized AI Companion Today","Personal info, Device or other IDs, App info and performance, Location, Messages, App activity","Personal info, Device or other IDs, App info and performance, Location, Messages, App activity","Data is encrypted in transit, Data can’t be deleted"
Honey & Roleplay AI Chatbot,FOYA Dev,https://play.google.com/store/apps/details?id=com.honeyai.fastreplay,Engage in AI roleplay chats and explore endless conversation possibilities.,"Device or other IDs, App info and performance, Location, App activity","Device or other IDs, Photos and videos, Location, Personal info","Data isn’t encrypted, Data can’t be deleted"
Flirtify - AI RolePlay Chat,Ai art generator interesting apps,https://play.google.com/store/apps/details?id=com.chat.flirty.role.play.ai.girlfriend,AI Fantasy: Your Virtual Girlfriend for Exciting RolePlay Adventures!,,,"Data is encrypted in transit, Data can’t be deleted"
"Wysa: Anxiety, therapy chatbot",Touchkin,https://play.google.com/store/apps/details?id=bot.touchkin,"Therapy chat for mental health, depression, stress check & anxiety relief","Device or other IDs, App activity, App info and performance","Device or other IDs, Messages, Personal info, App activity, App info and performance, Health and fitness","Data is encrypted in transit, You can request that data be deleted"
Chatsy - AI Chat Assistant,AIchatsy,https://play.google.com/store/apps/details?id=com.aichatsy.app,"Your Virtual AI Chat Writer, Digital Assistant and AI Companion with Chat Assist",,,"Data is encrypted in transit, You can request that data be deleted"
Gemmy AI: Chat & Assistant,Jetkite,https://play.google.com/store/apps/details?id=com.jetkite.gemmy,Your Ultimate Personal Chatbot with no Prompts Needed,"Personal info, Files and docs, Device or other IDs",,"Data isn’t encrypted, Data can’t be deleted"
Anima: My Virtual AI Boyfriend,LABANE CORP. LTD,https://play.google.com/store/apps/details?id=ai.boyfriend.virtual.dating.lover.iboy,"Romantic Boyfriend Simulator. Create your Character AI: Friend, Lover, Daddy, Al","App info and performance, Device or other IDs, Personal info, App activity","App info and performance, Device or other IDs, Audio, Personal info, Photos and videos, App activity","Data is encrypted in transit, You can request that data be deleted"
Loverz: Interactive stories,Fannin holdings limited,https://play.google.com/store/apps/details?id=com.wideview.lovers,"Romantic interactive stories, chat & dating simulator. Perfect dating game.","Device or other IDs, App info and performance, Financial info","Device or other IDs, App info and performance, App activity, Financial info","Data is encrypted in transit, You can request that data be deleted"
Amazon Alexa,Amazon Mobile LLC,https://play.google.com/store/apps/details?id=com.amazon.dee.app,"ALWAYS READY, CONNECTED, AND FAST. Just ask.","Location, Audio, Photos and videos, Calendar, App activity, Financial info, Personal info, Health and fitness, Messages","Location, Audio, Photos and videos, Calendar, Device or other IDs, App activity, Financial info, Contacts, Personal info, Health and fitness, App info and performance, Messages","Data is encrypted in transit, You can request that data be deleted"
Voice Access,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.accessibility.voiceaccess,Provides accessibility by voice for hands-free mobile computing.,,"Device or other IDs, App info and performance, App activity","Data is encrypted in transit, Data can’t be deleted, Independent security review"
Google Assistant Go,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.assistant,"Your personal Google is ready to help. Ask it questions, tell it to do things.",,"Web browsing, Personal info, Audio, Photos and videos, Messages, Location, Contacts, App info and performance, Files and docs, App activity, Device or other IDs, Calendar","Data is encrypted in transit, You can request that data be deleted"
Assistant,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.wearable.assistant,Get help from the Google Assistant on your Wear OS watch,,"App info and performance, Device or other IDs, Location, Audio, App activity, Calendar, Contacts, Personal info, Messages","Data is encrypted in transit, You can request that data be deleted"
Virtual Assist,The Allstate Corporation,https://play.google.com/store/apps/details?id=com.virtualassist.avc,Virtual Assist allows you to chat and share video with representatives.,"App info and performance, Photos and videos, Device or other IDs, App activity","App info and performance, Photos and videos, Device or other IDs, Personal info, App activity","Data is encrypted in transit, Data can’t be deleted"
Маруся — голосовой помощник,VK.com,https://play.google.com/store/apps/details?id=ru.mail.search.electroscope,"Voice assistant from VK: commands and answers to questions. Weather, music and video","Device or other IDs, App info and performance, App activity, Financial info, Audio, Personal info, Location, Photos and videos","Messages, Device or other IDs, App info and performance, Files and docs, Contacts, App activity, Financial info, Audio, Personal info, Location, Photos and videos","Data is encrypted in transit, You can request that data be deleted"
AI Call Assistant & Screener,Call Assistant Inc,https://play.google.com/store/apps/details?id=com.callassistant.android,AI Virtual Call Assistant Powered By ChatGPT For Your Personal + Business Calls,,"Personal info, Contacts, App info and performance, App activity, Device or other IDs","Data is encrypted in transit, You can request that data be deleted"
SoundHound Chat AI App,SoundHound Inc.,https://play.google.com/store/apps/details?id=com.hound.android.app,Personal Assistant with ChatGPT,,"App activity, Personal info, Device or other IDs",Data isn’t encrypted
Home Assistant,Home Assistant,https://play.google.com/store/apps/details?id=io.homeassistant.companion.android,The official app for Home Assistant. Control your home anywhere in the world.,,,"Data is encrypted in transit, You can request that data be deleted"
VOYP - Voice Over Your Phone,Control Space,https://play.google.com/store/apps/details?id=app.voyp,"AI assistant for prank calls, restaurant reservations, order food, and much more",Personal info,"Device or other IDs, Personal info, Messages, Audio","Data is encrypted in transit, You can request that data be deleted"
Speech Assistant AAC,ASoft.nl,https://play.google.com/store/apps/details?id=nl.asoft.speechassistant,Speech Assistant is a Text to Speech AAC app for people who are speech impaired.,,,
Alice: Virtual assistant,Direct Cursus Computer Systems Trading LLC,https://play.google.com/store/apps/details?id=com.yandex.aliceapp,"Chat with Alice: Text, Ideas, Knowledge",,"Device or other IDs, Audio, Location, Personal info, App info and performance, App activity","Data is encrypted in transit, You can request that data be deleted"
Google Home,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.chromecast.app,"Set up and control your compatible Nest, Chromecast, and Google Home devices.",,"App activity, Contacts, Device or other IDs, Audio, App info and performance, Location, Photos and videos, Personal info","Data is encrypted in transit, You can request that data be deleted, Independent security review"
Zapia AI - Personal Assistant,BrainLogic AI,https://play.google.com/store/apps/details?id=com.brainlogic.zapia,"Schedule WhatsApp messages, set reminders, transcribe audio & summarize news",,,"Data is encrypted in transit, You can request that data be deleted"
"ally, everywhere ai assistant",Envision Technologies B.V.,https://play.google.com/store/apps/details?id=com.letsenvision.assistant,"ally is your personal ai assistant that’s ready to help - anywhere, anytime.",,"Photos and videos, Device or other IDs, Personal info, App activity, App info and performance, Files and docs, Location","Data is encrypted in transit, You can request that data be deleted"
Virtual Assistant Skills,CourseTech,https://play.google.com/store/apps/details?id=coursetech.VirtualAssistantSkills,How to Become a Virtual Assistant,,,Data isn’t encrypted
UpFoto - AI Photo Enhancer,AI Photo Team,https://play.google.com/store/apps/details?id=ai.photo.enhancer.photoclear,"Fix blurry photos with Enhancer: Restore, beautify, and enhance photos to HD.",,"Personal info, Device or other IDs, Photos and videos, App activity, App info and performance","Data is encrypted in transit, You can request that data be deleted"
Photo Editor - Lumii,InShot Video Editor,https://play.google.com/store/apps/details?id=photo.editor.photoeditor.filtersforpictures,"Photo Editor with 100+ Filters, Effects! BG Remover, AI Art & Photo Enhancer.",,"Device or other IDs, App info and performance, Photos and videos, App activity","Data is encrypted in transit, You can request that data be deleted"
"Photo Editor: Retouch, Enhance",Photo Editor & AI Art,https://play.google.com/store/apps/details?id=editingapp.pictureeditor.photoeditor,"Perfect AI Face Editor, Face Retouch App, AI Photo Enhancer & Pic Collage Maker.",,"Device or other IDs, App activity, Photos and videos, App info and performance","Data is encrypted in transit, You can request that data be deleted"
Lightroom Photo & Video Editor,Adobe,https://play.google.com/store/apps/details?id=com.adobe.lrmobile,Quick Actions instantly suggests edits that easily get you better photos.,,"Personal info, Location, App info and performance, App activity, Files and docs, Device or other IDs, Financial info","Data is encrypted in transit, You can request that data be deleted"
MeeAww - AI Photo Enhancer,COUNTDN AI,https://play.google.com/store/apps/details?id=com.countdnai.meeaww,"AI Photo Enhancer, AI Filter, Profile Photo, AI Photo Editor, AI Wallpaper",,,"Data is encrypted in transit, You can request that data be deleted"
YouCam Perfect - Photo Editor,Perfect Mobile Corp.,https://play.google.com/store/apps/details?id=com.cyberlink.youperfect,"Photo editor: face & body editor, beauty cam, filters and quality enhancer.",,"Photos and videos, Personal info, Contacts, App activity, Device or other IDs, Location, App info and performance, Messages","Data is encrypted in transit, You can request that data be deleted"
